date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:20	78259/78259	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:52:14%20GMT	https://thepixelcurve.com/html/techmax/techmax/index.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/index.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:21	1548/1548	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/logo-white.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/logo-white.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:21	1557/1557	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/logo.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/logo.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:21	53794/53794	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:51:18%20GMT	https://thepixelcurve.com/html/techmax/techmax/index-2.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/index-2.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:21	65921/65921	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:51:26%20GMT	https://thepixelcurve.com/html/techmax/techmax/index-3.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/index-3.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:22	50896/50896	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:51:36%20GMT	https://thepixelcurve.com/html/techmax/techmax/index-4.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/index-4.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:22	53775/53775	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:51:48%20GMT	https://thepixelcurve.com/html/techmax/techmax/index-5.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/index-5.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:22	53313/53313	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:50:20%20GMT	https://thepixelcurve.com/html/techmax/techmax/about.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/about.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:22	36976/36976	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:52:54%20GMT	https://thepixelcurve.com/html/techmax/techmax/team.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/team.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:23	47634/47634	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:52:44%20GMT	https://thepixelcurve.com/html/techmax/techmax/service.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/service.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:23	39820/39820	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:53:16%20GMT	https://thepixelcurve.com/html/techmax/techmax/why-choose.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/why-choose.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:23	41628/41628	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:53:06%20GMT	https://thepixelcurve.com/html/techmax/techmax/testimonial.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/testimonial.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:23	33977/33977	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:52:34%20GMT	https://thepixelcurve.com/html/techmax/techmax/pricing.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/pricing.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:24	28992/28992	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:52:24%20GMT	https://thepixelcurve.com/html/techmax/techmax/login-register.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/login-register.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:24	40560/40560	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:50:54%20GMT	https://thepixelcurve.com/html/techmax/techmax/blog.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/blog.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:24	39117/39117	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:50:42%20GMT	https://thepixelcurve.com/html/techmax/techmax/blog-standard.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/blog-standard.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:25	49654/49654	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:50:34%20GMT	https://thepixelcurve.com/html/techmax/techmax/blog-details.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/blog-details.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:25	30530/30530	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Dec%202021%2013:51:06%20GMT	https://thepixelcurve.com/html/techmax/techmax/contact.html	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/contact.html	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:25	1383/1383	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Dec%202021%2011:42:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/shop-cart-1.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/shop-cart-1.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:25	1497/1497	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Dec%202021%2011:42:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/shop-cart-2.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/shop-cart-2.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:26	1304/1304	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Dec%202021%2011:42:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/shop-cart-3.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/shop-cart-3.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:26	53009/53009	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2006:39:08%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/bg/hero-6-bg.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/bg/hero-6-bg.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:27	108078/108078	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2006:39:08%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/hero-6.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/hero-6.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:27	206951/206951	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:50%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/bg/ser-2-bg.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/bg/ser-2-bg.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:28	4128/4128	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/service/service-8.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/service/service-8.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:28	3916/3916	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/service/service-9.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/service/service-9.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:28	2197/2197	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/service/service-10.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/service/service-10.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:29	57522/57522	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/overview-img-1.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/overview-img-1.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:29	27660/27660	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/overview-shape-2.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/overview-shape-2.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:29	124415/124415	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/overview-img-2.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/overview-img-2.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:29	53784/53784	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/bg/c-study-bg.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/bg/c-study-bg.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:29	16836/16836	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/c-study-4.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/c-study-4.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:30	13087/13087	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/c-study-5.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/c-study-5.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:30	10466/10466	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/c-study-6.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/c-study-6.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:30	3233/3233	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/quote-3.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/quote-3.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:31	12587/12587	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Dec%202021%2001:51:41%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/author-3.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/author-3.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:31	2229/2229	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Dec%202021%2011:42:42%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/author-4.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/author-4.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:31	1625/1625	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-1.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-1.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:31	943/943	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-2.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-2.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:32	1088/1088	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-3.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-3.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:32	898/898	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-4.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-4.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:32	890/890	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2011:42:52%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-5.png	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/brand/brand-5.png	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:32	29122/29122	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2006:39:10%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/bg/cta-5.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/bg/cta-5.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:33	5708/5708	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Dec%202021%2011:42:50%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/images/bg/footer-bg.jpg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/images/bg/footer-bg.jpg	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:33	97163/97163	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/vendor/jquery-1.12.4.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:33	8606/8606	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/vendor/modernizr-3.11.2.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/vendor/modernizr-3.11.2.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:33	18873/18873	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/popper.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/popper.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:34	59511/59511	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/bootstrap.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/bootstrap.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:34	145446/145446	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/swiper-bundle.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/swiper-bundle.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:34	14243/14243	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/aos.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/aos.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:35	8044/8044	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/waypoints.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/waypoints.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:35	1003/1003	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/back-to-top.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/back-to-top.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:35	1067/1067	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/jquery.counterup.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/jquery.counterup.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:36	1266/1266	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/appear.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/appear.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:36	20216/20216	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/plugins/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/plugins/jquery.magnific-popup.min.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:36	15001/15001	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2013:00:44%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/js/main.js	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/js/main.js	(from https://thepixelcurve.com/html/techmax/techmax/index-6.html)
11:25:37	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Dec%202021%2013:00:44%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.eot	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:37	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Dec%202021%2013:00:44%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400d41d.eot	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:37	76736/76736	---M--	200	added ('OK')	font/woff2	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.woff2	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:37	89988/89988	---M--	200	added ('OK')	font/woff	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.woff	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:38	133988/133988	---M--	200	added ('OK')	font/ttf	date:Tue,%2007%20Dec%202021%2013:00:44%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.ttf	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:38	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.eot	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:38	747927/747927	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Dec%202021%2013:00:44%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-brands-400.svg	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:38	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400d41d.eot	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:39	13224/13224	---M--	200	added ('OK')	font/woff2	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.woff2	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
11:25:39	16276/16276	---M--	200	added ('OK')	font/woff	date:Tue,%2007%20Dec%202021%2013:00:46%20GMT	https://thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/jirafront/thepixelcurve.com/html/techmax/techmax/assets/fonts/fa-regular-400.woff	(from https://thepixelcurve.com/html/techmax/techmax/assets/css/plugins/all.min.css)
